,Company,Origin,REF,ReviewDate,CocoaPercent,CompanyLocation,Rating,BeanType,Country,Blend,Domestic
266,Brazen,Ambolikapkly P.,1518,2015,60.0,U.S.A.,3.25,Unknown,Madagascar,0,0
267,Breeze Mill,Jamaica,1149,2013,70.0,U.S.A.,3.0,Trinitario,Jamaica,0,0
268,Bright,Somia Plantation,1231,2014,72.0,Australia,3.0,Trinitario,Madagascar,0,0
269,Bright,Marabel Farms,1231,2014,70.0,Australia,3.5,Unknown,Dominican Republic,0,0
270,Bright,"Camino Verde, Balao, Guayas",1231,2014,72.0,Australia,3.5,Unknown,Ecuador,1,0
271,Bright,Gran Couva,1235,2014,68.0,Australia,2.75,Trinitario,Trinidad,0,0
272,Britarev,Ecuador,1638,2015,70.0,Russia,3.25,Unknown,Ecuador,0,0
273,Bronx Grrl Chocolate,Dominican Republic,1181,2013,68.0,U.S.A.,2.75,Unknown,Dominican Republic,0,0
274,Burnt Fork Bend,Trinidad,1299,2014,72.0,U.S.A.,3.25,Trinitario,Trinidad,0,0
275,Burnt Fork Bend,Mindo,1299,2014,72.0,U.S.A.,3.5,Unknown,Ecuador,0,0
276,Burnt Fork Bend,Belize,1303,2014,72.0,U.S.A.,3.25,Trinitario,Belize,0,0
277,Burnt Fork Bend,Blend,1303,2014,72.0,U.S.A.,3.25,Blend,Unknown,1,0
278,Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,60.0,U.S.A.,2.5,Unknown,Ecuador,1,0
279,Cacao Arabuco,Puerto Rico,1606,2015,70.0,Puerto Rico,2.5,Unknown,Puerto Rico,0,1
280,Cacao Atlanta,Tumbes,1215,2014,75.0,U.S.A.,2.5,Criollo,Peru,0,0
281,Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,75.0,U.S.A.,2.5,Unknown,Dominican Republic,1,0
282,Cacao Atlanta,Dominican Republic w/ nibs,502,2010,75.0,U.S.A.,2.75,Unknown,Dominican Republic,0,0
283,Cacao Atlanta,Patanemo,600,2010,75.0,U.S.A.,2.25,Unknown,Venezuela,0,0
284,Cacao Barry,Grand 'Anse,1716,2016,65.0,France,3.5,"Trinitario,  Criollo",Haiti,1,0
285,Cacao Barry,Santo Domingo,586,2010,70.0,France,3.0,Unknown,Dominican Republic,0,0
286,Cacao Barry,Tanzania,300,2008,75.0,France,2.0,Unknown,Tanzania,0,0
287,Cacao Barry,Venezuela,141,2007,72.0,France,2.0,Unknown,Venezuela,0,0
288,Cacao Barry,Mexico,147,2007,66.0,France,3.0,Unknown,Mexico,0,0
289,Cacao de Origen,Chuao,1688,2015,77.0,Venezuela,3.5,Trinitario,Venezuela,0,1
290,Cacao de Origen,Rio Caribe,1692,2015,75.0,Venezuela,3.25,Trinitario,Venezuela,0,1
291,Cacao de Origen,Agua Fria; Sucre region,1391,2014,75.0,Venezuela,2.5,Unknown,Venezuela,1,1
292,Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74.0,Venezuela,3.25,Unknown,Venezuela,1,1
293,Cacao de Origen,"Chuao, Aragua region",1391,2014,75.0,Venezuela,3.5,Trinitario,Venezuela,1,1
294,Cacao de Origen,"Chuao, Aragua region",1395,2014,70.0,Venezuela,3.75,Trinitario,Venezuela,1,1
295,Cacao de Origin,Hacienda la Trinidad,1668,2015,74.0,Venezuela,3.25,Unknown,Venezuela,0,1
296,Cacao Hunters,Macondo,1816,2016,71.0,Colombia,3.75,Unknown,Colombia,0,1
297,Cacao Hunters,Perla Negra,1816,2016,74.0,Colombia,3.75,Unknown,Colombia,0,1
298,Cacao Hunters,Arhuacos,1662,2015,72.0,Colombia,3.75,Unknown,Colombia,0,1
299,Cacao Hunters,Sierra Nevada,1430,2014,64.0,Colombia,3.5,Unknown,Colombia,0,1
300,Cacao Hunters,Tumaco,1430,2014,70.0,Colombia,3.5,Unknown,Colombia,0,1
301,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69.0,Colombia,2.75,Unknown,Colombia,1,1
302,Cacao Hunters,Arauca,1434,2014,70.0,Colombia,3.25,Unknown,Colombia,0,1
303,Cacao Market,"Jutiapa, lot 050916D",1860,2016,70.0,U.S.A.,3.5,Trinitario,Honduras,1,0
304,Cacao Prieto,"Criollo, Dominican Republic",991,2012,72.0,U.S.A.,3.75,Criollo,Dominican Republic,1,0
305,Cacao Prieto,"Dominican Republicm, rustic",641,2011,72.0,U.S.A.,3.0,Unknown,Dominican Republic,1,0
306,Cacao Prieto,Dominican Republic,641,2011,66.0,U.S.A.,3.75,Unknown,Dominican Republic,0,0
307,Cacao Prieto,"Dominican Republic, rustic",647,2011,65.0,U.S.A.,3.25,Unknown,Dominican Republic,1,0
308,Cacao Sampaka,"Mahali, Kasai",1908,2016,70.0,Spain,3.5,Criollo,Congo,1,0
309,Cacao Sampaka,Madagascar,508,2010,71.0,Spain,3.5,Trinitario,Madagascar,0,0
310,Cacao Sampaka,Ecuador,523,2010,71.0,Spain,3.75,Unknown,Ecuador,0,0
311,Cacao Sampaka,Papua,523,2010,71.0,Spain,4.0,Unknown,Papua New Guinea,0,0
312,Cacao Sampaka,Grenada,537,2010,71.0,Spain,3.25,Trinitario,Grenada,0,0
313,Cacao Sampaka,Venezuela,537,2010,71.0,Spain,3.5,Unknown,Venezuela,0,0
314,Cacao Sampaka,Venezuela,537,2010,77.0,Spain,3.5,Unknown,Venezuela,0,0
315,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70.0,Spain,4.0,Criollo,Mexico,1,0
316,Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70.0,Spain,4.0,Criollo,Mexico,1,0
317,Cacao Store,Madagascar,1684,2015,70.0,Japan,3.0,Trinitario,Madagascar,0,0
318,Cacao Store,Peru,1684,2015,70.0,Japan,3.25,Unknown,Peru,0,0
319,Cacao Store,Vietnam,1684,2015,70.0,Japan,3.5,Trinitario,Vietnam,0,0
320,Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70.0,Peru,3.25,Unknown,Peru,0,1
321,Cacaoyere (Ecuatoriana),Amazonia,237,2008,63.0,Ecuador,3.5,Forastero,Ecuador,0,1
322,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.0,Ecuador,3.5,Forastero,Ecuador,0,1
323,Cacaoyere (Ecuatoriana),Bolivar,245,2008,82.0,Ecuador,2.5,Forastero,Ecuador,0,1
324,Cacaoyere (Ecuatoriana),Pichincha,259,2008,91.0,Ecuador,1.5,Forastero,Ecuador,0,1
325,Callebaut,Grenade,296,2008,60.0,Belgium,2.75,Trinitario,Grenada,0,0
326,Callebaut,Baking,141,2007,70.0,Belgium,1.0,Unknown,Ecuador,0,0
327,C-Amaro,Cuba,1442,2014,75.0,Italy,2.5,Unknown,Cuba,0,0
328,C-Amaro,Dominican Republic,1442,2014,72.0,Italy,3.0,Unknown,Dominican Republic,0,0
329,C-Amaro,"Lago di Como, Blu",1442,2014,70.0,Italy,3.5,Blend,Unknown,1,0
330,C-Amaro,Ecuador,1185,2013,100.0,Italy,3.5,Unknown,Ecuador,0,0
331,C-Amaro,Venezuela,809,2012,80.0,Italy,3.0,Unknown,Venezuela,0,0
332,C-Amaro,Sao Tome,749,2011,78.0,Italy,2.25,Forastero,Sao Tome,0,0
333,C-Amaro,Trinidad,765,2011,70.0,Italy,2.5,Trinitario,Trinidad,0,0
334,Cao,Porcelana,1804,2016,75.0,U.S.A.,2.5,Criollo,Venezuela,0,0
335,Cao,Tanzania,1804,2016,73.0,U.S.A.,2.75,Unknown,Tanzania,0,0
336,Cao,"Porcelana, Batch 5163",1804,2016,70.0,U.S.A.,3.0,Criollo,Venezuela,1,0
337,Cao,Bolivia,1808,2016,75.0,U.S.A.,3.0,Unknown,Bolivia,0,0
338,Cao,Brazil,1808,2016,70.0,U.S.A.,3.25,Trinitario,Brazil,0,0
339,Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero,Ecuador,0,1
340,Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero,Ecuador,0,1
341,Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero,Ecuador,0,1
342,Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero,Ecuador,0,1
343,Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero,Ecuador,0,1
344,Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero,Ecuador,0,1
345,Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea,1,0
346,Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,Unknown,Papua New Guinea,0,0
347,Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5,Unknown,Guatemala,1,0
348,Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25,Unknown,Costa Rica,1,1
349,Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5,Unknown,Costa Rica,0,1
350,Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,Forastero,Costa Rica,0,1
351,Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,Forastero,Costa Rica,0,1
352,Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,Colombia,0,1
353,Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,0,1
354,Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,0,1
355,Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,Colombia,0,1
356,Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,Colombia,0,1
357,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,U.S.A.,4.0,Trinitario,Belize,1,0
358,Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,U.S.A.,3.5,Trinitario,Honduras,1,0
359,Castronovo,"Duarte, Batch 360",1570,2015,70.0,U.S.A.,3.75,"Criollo,  Trinitario",Dominican Republic,1,0
360,Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,U.S.A.,3.5,Unknown,Venezuela,1,0
361,Castronovo,Sierra Nevada,1347,2014,72.0,U.S.A.,3.5,"Criollo,  Trinitario",Colombia,1,0
362,Castronovo,Arauca,1371,2014,76.0,U.S.A.,3.5,"Criollo,  Trinitario",Colombia,1,0
363,Castronovo,Elvesia P.,1407,2014,70.0,U.S.A.,2.75,Trinitario,Dominican Republic,0,0
364,Castronovo,Bolivia,1101,2013,70.0,U.S.A.,3.0,Trinitario,Bolivia,0,0
365,Castronovo,Conacado,1101,2013,73.0,U.S.A.,3.5,Trinitario,Dominican Republic,0,0
366,Castronovo,San Martin,1105,2013,70.0,U.S.A.,2.5,Criollo,Peru,0,0
367,Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,U.S.A.,3.25,Unknown,Venezuela,1,0
368,Castronovo,Nicaragua,1109,2013,72.0,U.S.A.,3.25,Trinitario,Nicaragua,0,0
369,Castronovo,Tumbes,1153,2013,70.0,U.S.A.,2.75,Criollo,Peru,0,0
370,Castronovo,Guaniamo,1153,2013,72.0,U.S.A.,3.0,Unknown,Venezuela,0,0
371,Cello,Ecuador,1247,2014,70.0,U.S.A.,2.5,Unknown,Ecuador,0,0
372,Cello,Peru,1247,2014,70.0,U.S.A.,2.75,Unknown,Peru,0,0
373,Cello,Venezuela,1251,2014,70.0,U.S.A.,2.75,Unknown,Venezuela,0,0
374,Cello,Bolivia,1251,2014,70.0,U.S.A.,3.0,Unknown,Bolivia,0,0
375,Cemoi,Equateur,404,2009,72.0,France,2.75,Unknown,Ecuador,0,0
376,Chaleur B,Uganda,1426,2014,70.0,Canada,2.75,Forastero,Uganda,0,0
377,Charm School,Maya Mtn,1900,2016,70.0,U.S.A.,3.25,Unknown,Belize,0,0
378,Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,Forastero,Ecuador,0,1
379,Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero,Ecuador,0,1
380,Chequessett,la Amistad,1235,2014,70.0,U.S.A.,3.5,Unknown,Costa Rica,0,0
381,Chloe Chocolat,Blend No. 1,672,2011,70.0,France,3.5,Unknown,Unknown,1,0
382,Chocablog,Ecuador,1454,2015,70.0,U.K.,3.25,Unknown,Ecuador,0,0
383,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,Trinitario,Belize,0,0
384,Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,Trinitario,Belize,0,0
385,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,Vietnam,1,0
386,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,Trinitario,Malaysia,1,0
387,Chocolarder,Peru,1482,2015,65.0,U.K.,2.5,Criollo,Peru,0,0
388,Chocolarder,Peru + nibs,1482,2015,65.0,U.K.,2.75,Criollo,Peru,0,0
389,Chocolarder,Dominican Republic,1514,2015,80.0,U.K.,2.5,Unknown,Dominican Republic,0,0
390,Chocola'te,Madagascar,647,2011,70.0,U.S.A.,3.75,Trinitario,Madagascar,0,0
391,Chocola'te,Venezuela,647,2011,68.0,U.S.A.,3.75,Unknown,Venezuela,0,0
392,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,U.S.A.,2.5,Unknown,Peru,1,0
393,Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80.0,U.S.A.,2.5,Unknown,Unknown,1,0
394,Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,U.S.A.,2.5,Unknown,Bolivia,0,0
395,Chocolate Con Amor,Uganda,1760,2016,70.0,U.S.A.,2.75,Unknown,Uganda,0,0
396,Chocolate Con Amor,Dominican Republic,1764,2016,60.0,U.S.A.,3.0,Unknown,Dominican Republic,0,0
397,Chocolate Con Amor,Dominican Republic,1764,2016,75.0,U.S.A.,3.0,Unknown,Dominican Republic,0,0
398,Chocolate Con Amor,Ocumare,1764,2016,80.0,U.S.A.,3.0,Criollo,Venezuela,0,0
399,Chocolate Con Amor,Ecuador,1764,2016,70.0,U.S.A.,3.25,Unknown,Ecuador,0,0
400,Chocolate Con Amor,Nicaragua,1768,2016,80.0,U.S.A.,2.75,Unknown,Nicaragua,0,0
401,Chocolate Conspiracy,Peru,1259,2014,74.0,U.S.A.,2.75,Unknown,Peru,0,0
402,Chocolate Makers,Tres Hombres,1530,2015,75.0,Holland,3.25,Trinitario,Dominican Republic,0,0
403,Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Holland,3.5,Forastero,Congo,1,0
404,Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Holland,3.75,Criollo,Peru,1,0
405,"Chocolate Tree, The",Maranon,1582,2015,69.0,U.K.,3.75,Forastero,Peru,0,0
406,"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,U.K.,3.75,Trinitario,Venezuela,0,0
407,"Chocolate Tree, The",Peru,1121,2013,70.0,U.K.,3.75,Forastero,Peru,0,0
408,"Chocolate Tree, The",Ecuador,919,2012,82.0,U.K.,2.5,Forastero,Ecuador,0,0
409,"Chocolate Tree, The",Peru,919,2012,68.0,U.K.,2.75,Criollo,Peru,0,0
410,"Chocolate Tree, The",Madagascar,919,2012,72.0,U.K.,3.25,Criollo,Madagascar,0,0
411,Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,Criollo,Mexico,0,0
412,ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,Venezuela,0,0
413,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25,Unknown,Mexico,1,0
414,Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,Criollo,Mexico,0,0
415,Chocovic,Sambirano,478,2010,71.0,Spain,3.5,Trinitario,Madagascar,0,0
416,Chocovic,Kendari,439,2009,60.0,Spain,3.25,Unknown,Unknown,0,0
417,Chocovic,Tarakan,439,2009,75.0,Spain,3.25,Unknown,Unknown,0,0
418,Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,Venezuela,0,0
419,Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,Forastero,Ecuador,1,0
420,Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,Grenada,0,0
421,Chocovic,Maragda,117,2007,70.0,Spain,3.0,Blend,Unknown,1,0
422,Chocovivo,Tabasco,1522,2015,65.0,U.S.A.,2.5,Trinitario,Mexico,0,0
423,Chocovivo,Tabasco,1522,2015,75.0,U.S.A.,2.5,Trinitario,Mexico,0,0
424,Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,0,0
425,Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,Mexico,1,0
426,Choklat,Brazilian,377,2009,70.0,Canada,3.0,Unknown,Brazil,0,0
427,Choklat,Brazilian,377,2009,80.0,Canada,3.0,Unknown,Brazil,0,0
428,Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,0,0
429,Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,Unknown,Martinique,0,1
430,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,Unknown,Mexico,1,0
431,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,Forastero,Peru,1,0
432,Chuao Chocolatier,Choroni,445,2009,61.0,U.S.A.,3.0,Criollo,Venezuela,0,0
433,Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,U.S.A.,2.75,Trinitario,Venezuela,0,0
434,Claudio Corallo,Terreiro Velho P.,470,2010,73.5,Sao Tome,3.75,Forastero,"Sao Tome,  Principe",0,0
435,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,"Sao Tome,  Principe",0,0
436,Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,"Sao Tome,  Principe",0,0
437,Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,"Sao Tome,  Principe",0,0
438,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,U.S.A.,3.5,Unknown,Ecuador,1,0
439,Coleman & Davis,Sambirano,1646,2015,75.0,U.S.A.,3.0,Trinitario,Madagascar,0,0
440,Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,Unknown,Venezuela,0,0
441,Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela,0,0
442,Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,Unknown,Bolivia,0,0
443,Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,Venezuela,0,0
444,Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero,Ecuador,0,0
445,Condor,Camino Verde,1630,2015,76.0,U.S.A.,3.5,Unknown,Ecuador,0,0
446,Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,U.S.A.,2.75,Trinitario,Vietnam,1,0
447,Coppeneur,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,Forastero,Ecuador,1,0
448,Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,Ghana,0,0
449,Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,Unknown,Ecuador,0,0
450,Coppeneur,Uba Budo,821,2012,72.0,Germany,3.75,Forastero,"Sao Tome,  Principe",0,0
451,Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,0,0
452,Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,Grenada,0,0
453,Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,0,0
454,Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,Nacional,Ecuador,1,0
455,Coppeneur,Trinidad,558,2010,72.0,Germany,3.0,Trinitario,Trinidad,0,0
456,Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,Trinitario,Jamaica,0,0
457,Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,Criollo,Venezuela,0,0
458,Coppeneur,"Porcelana, Apotequil",341,2009,72.0,Germany,3.0,Criollo,Peru,1,0
459,Coppeneur,"Porcelana, Apotequil",445,2009,62.0,Germany,3.25,Criollo,Peru,1,0
460,Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,"Criollo,  Trinitario",Venezuela,1,0
461,Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,"Criollo,  Trinitario",Venezuela,1,0
462,Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72.0,Germany,3.0,Criollo,Mexico,1,0
463,Coppeneur,"Porcelana, Venezuela",220,2008,72.0,Germany,3.0,Criollo,Venezuela,1,0
464,Coppeneur,"Sambirano, Menava P.",196,2007,72.0,Germany,3.0,Trinitario,Madagascar,1,0
465,Cote d' Or (Kraft),Sensations Intense,48,2006,70.0,Belgium,1.0,Unknown,Unknown,0,0
466,Cravve,New Ireland,1283,2014,70.0,Australia,2.5,Forastero,Papua New Guinea,0,0
467,Cravve,"Vanuatu, batch 2410",1335,2014,83.0,Australia,2.75,Trinitario,Vanuatu,1,0
468,Cravve,"Tanzania, batch a1",971,2012,75.0,Australia,3.25,Forastero,Tanzania,1,0
469,Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,Trinitario,Brazil,1,0
470,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,Trinitario,Fiji,1,0
471,Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,Vanuatu,0,0
472,Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,Papua New Guinea,0,0
473,Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,U.S.A.,3.25,Forastero,Ecuador,1,0
474,Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,U.S.A.,3.75,Forastero,Ecuador,1,0
475,Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75,Unknown,Australia,0,1
476,Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25,Unknown,Australia,1,1
477,Dalloway,"Dominican Republic, batch 7",1928,2017,72.0,U.S.A.,2.75,Unknown,Dominican Republic,1,0
478,Damson,Robson Estate,1610,2015,70.0,U.K.,3.0,Trinitario,Trinidad,0,0
479,Damson,Los Rios,1610,2015,70.0,U.K.,3.5,Unknown,Ecuador,0,0
480,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,U.K.,2.25,Unknown,Grenada,0,0
481,Damson,O'Payo,1666,2015,70.0,U.K.,2.75,Unknown,Nicaragua,0,0
482,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.0,U.S.A.,3.75,Unknown,Unknown,1,0
483,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,U.S.A.,3.0,Trinitario,Belize,1,0
484,Dandelion,Maya Mountain,1219,2014,70.0,U.S.A.,3.5,Trinitario,Belize,0,0
485,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,U.S.A.,3.5,Unknown,Ecuador,1,0
486,Dandelion,Buto,1303,2014,70.0,U.S.A.,2.75,Unknown,Liberia,0,0
487,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,U.S.A.,3.75,Unknown,Dominican Republic,1,0
488,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,U.S.A.,2.75,Unknown,Venezuela,1,0
489,Dandelion,Patanemo,1026,2013,70.0,U.S.A.,3.25,Unknown,Venezuela,0,0
490,Dandelion,"Mantuano, 2012",1085,2013,70.0,U.S.A.,3.5,Unknown,Venezuela,1,0
491,Dandelion,Papua New Guinea,1153,2013,70.0,U.S.A.,3.5,Unknown,Papua New Guinea,0,0
492,Dandelion,Upala,805,2012,70.0,U.S.A.,3.0,Unknown,Costa Rica,0,0
493,Dandelion,Colombian,805,2012,70.0,U.S.A.,3.25,Unknown,Colombia,0,0
494,Dandelion,"Elvesia, 2011",915,2012,70.0,U.S.A.,3.75,Unknown,Dominican Republic,1,0
495,Dandelion,Dominican Republic,654,2011,70.0,U.S.A.,3.25,Unknown,Dominican Republic,0,0
496,Dandelion,Madagascar,654,2011,70.0,U.S.A.,3.25,Trinitario,Madagascar,0,0
497,Dandelion,Tanzania,654,2011,70.0,U.S.A.,3.25,Unknown,Tanzania,0,0
498,Danta,Los Ujuxtes,1223,2014,82.0,Guatemala,3.25,Unknown,Guatemala,0,1
499,Danta,Chuao,987,2012,75.0,Guatemala,3.0,Trinitario,Venezuela,0,0
500,Danta,Los Ujuxtes,987,2012,70.0,Guatemala,3.75,Unknown,Guatemala,0,1
501,Danta,Sambirano,987,2012,70.0,Guatemala,3.75,Trinitario,Madagascar,0,0
502,Danta,Las Acacias E.,987,2012,70.0,Guatemala,4.0,Criollo,Guatemala,0,1
503,Danta,"Oscuro, Finca Chimelb",991,2012,70.0,Guatemala,3.25,Unknown,Guatemala,1,1
504,Danta,Los Ujuxtes,661,2011,60.0,Guatemala,3.5,Unknown,Guatemala,0,1
505,Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,Criollo,Guatemala,0,1
506,Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,Criollo,Guatemala,0,1
507,DAR,"Venezuela, batch 122",1920,2016,72.0,U.S.A.,2.75,Unknown,Venezuela,1,0
508,DAR,Vietnam,1920,2016,72.0,U.S.A.,3.0,Trinitario,Vietnam,0,0
509,DAR,"DUO, batch 002",1920,2016,70.0,U.S.A.,3.25,Unknown,"Ecuador,  Costa Rica",1,0
510,Dark Forest,Bolivia,1708,2016,75.0,U.S.A.,3.25,Unknown,Bolivia,0,0
511,Dark Forest,Madagascar,1550,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar,0,0
512,Dark Forest,Ocumare,1550,2015,70.0,U.S.A.,3.25,Unknown,Venezuela,0,0
513,Dark Forest,Tanzania,1554,2015,70.0,U.S.A.,3.0,Unknown,Tanzania,0,0
514,Dark Forest,Ecuador,1554,2015,70.0,U.S.A.,3.25,Unknown,Ecuador,0,0
515,Davis,Ghana,1093,2013,70.0,U.S.A.,2.5,Forastero,Ghana,0,0
516,Davis,Rainforest,1093,2013,70.0,U.S.A.,2.75,Unknown,Dominican Republic,0,0
517,Davis,Venezuela,1093,2013,70.0,U.S.A.,2.75,Unknown,Venezuela,0,0
518,Davis,West Africa,907,2012,58.0,U.S.A.,3.25,Forastero,West Africa,0,0
519,De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5,Unknown,Brazil,1,1
520,De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5,Unknown,Brazil,1,1
521,De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,Forastero,Uganda,0,0
522,De Villiers,"Sambirano Valley, batch 2477",1832,2016,70.0,South Africa,3.0,Unknown,Madagascar,1,0
523,Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,U.S.A.,2.5,Trinitario,Madagascar,0,0
524,Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,U.S.A.,3.0,Unknown,Costa Rica,0,0
525,Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,U.S.A.,3.0,Unknown,Ecuador,0,0
